日期,素材ID,素材名,消耗,展示数,点击数,转化成本,转化数,CTR,素材标签,封面链接,预览链接
2026-08-28,13746356332,CH-SC-低活-10112643484929-超级抢购加补-手机通讯-无-剪辑-转化引导-手机通讯-20260630-无-625-5,0.03,7,0,0.00,0.00,0.00,加补1分钱|心如|快手重复素材|快手非低质素材,,
2026-08-28,14120540727,CH-SC-低活-10168329751492-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260805-无-625-aigc-6,0.03,1,1,0.00,0.00,100.00,平台一组AIGC|福利价|腾讯首发素材,,
2026-08-28,14228295679,CH-SC-广义新-10217740550325-新综合频道-箱包皮具-京喜拉新-剪辑-转化引导-箱包皮具-20260818-无-625-aigc-1,0.03,5,0,0.00,0.00,0.00,平台一组AIGC|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14309400504,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-52,0.03,18,1,0.00,0.00,5.56,,,
2026-08-28,14120547534,CH-SC-低活-10168329751492-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260805-无-625-4,0.03,1,0,0.00,0.00,0.00,福利价|腾讯首发素材,,
2026-08-28,14309083962,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-75,0.03,46,1,0.00,0.00,2.17,,,
2026-08-28,14247820349,CH-SC-低活-10120514417084-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260818-无-625-aigc-14,0.03,7,2,0.00,0.00,28.57,平台一组AIGC|腾讯首发素材,,
2026-08-28,14299105186,CH-SC-广义新-100033499067 -新综合频道-纸品-大商超-剪辑-转化引导-纸品-260826-无-625-10,0.03,17,3,0.00,0.00,17.65,--,,
2026-08-28,14077163617,信息流-小牛-透明皂 -三方主体-代运营-新人福利价-0805-3207554-客户推品-625-15,0.03,29,1,0.00,0.00,3.45,福利价/无价格|腾讯首发素材,,
2026-08-28,14153370564,信息流-小牛-电脑支架-三方主体-代运营-新人福利价-0812-10191489644462-大盘实扒改-625-4,0.03,23,1,0.00,0.00,4.35,大盘扒改|福利价/无价格|腾讯首发素材,,
2026-08-28,14216676586,信息流-小牛-立白洗洁精-三方主体-代运营-新人福利价-0818-1119934-客供二创-625-8,0.03,45,1,0.00,0.00,2.22,客供|福利价/无价格|腾讯首发素材,,
2026-08-28,14271408324,信息流-小牛-月饼模具-三方主体-代运营-新人福利价-0824-100285205477-趋势品-625-40,0.03,137,1,0.00,0.00,0.73,福利价/无价格|腾讯首发素材,,
2026-08-28,14309484515,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-19,0.03,18,0,0.00,0.00,0.00,,,
2026-08-28,14309159245,信息流-小牛-洗脸巾-三方主体-代运营-新人福利价-260827-100114222349-内部实时跑量-625-59,0.03,4,0,0.00,0.00,0.00,,,
2026-08-28,14266697242,信息流-小牛-散热器-三方主体-代运营-新人福利价-0824-10215952093313-大盘扒改品-625-10,0.03,82,0,0.00,0.00,0.00,大盘扒改|福利价/无价格,,
2026-08-28,14271399688,信息流-小牛-乳酸菌-三方主体-代运营-新人福利价-0824-10223757184457-深海货盘-625-27,0.03,30,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-28,13982125698,信息流-小牛-泼油小锅-京东主体-代运营-新人福利价-0727-10112220437348 -设计自选-625-aigc-2,0.03,65,2,0.00,0.00,3.08,平台一组AIGC|福利价/无价格,,
2026-08-28,14095104508,CH-SC-广义新-10138594878445-新综合频道-电动车-京喜拉新-剪辑-转化引导-电动车-20260805-无-625-7,0.03,7,0,0.00,0.00,0.00,广义新头条|快手原创素材|快手非低质素材,,
2026-08-28,14131182501,CH-SC-广义新-10138594878445 -新综合频道-电动车-京喜拉新-剪辑-转化引导-电动车-20260807-反选-625-14,0.03,12,0,0.00,0.00,0.00,快手原创素材|快手非低质素材|无价格,,
2026-08-28,14077147096,信息流-小牛-透明皂 -三方主体-代运营-新人福利价-0805-3207554-客户推品-625-44,0.03,53,2,0.00,0.00,3.77,福利价/无价格|腾讯首发素材,,
2026-08-28,14284742849,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260825-10113643996701-大盘扒改-625-8,0.03,50,2,0.00,0.00,4.00,大盘扒改|福利价/无价格,,
2026-08-28,14217119687,CH-SC-广义新-10140917922437-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260813-无-625-aigc-15,0.03,37,0,0.00,0.00,0.00,平台一组AIGC|快手原创素材|快手非低质素材|无价格|腾讯首发素材,,
2026-08-28,14033672040,信息流-小牛-折叠椅-京东主体-代运营-新人福利价-0731-10183713190151-设计自选-625-7,0.03,19,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-28,13486893253,CH-SC-广义新-无-新10元话费券-10元话费券-京喜拉新-剪辑-转化引导-10元话费券-20260605-无-625-18,0.03,1,0,0.00,0.00,0.00,快手原创素材|快手非低质素材,,
2026-08-28,14271413761,信息流-小牛-月饼模具-三方主体-代运营-新人福利价-0824-100285205477-趋势品-625-18,0.03,64,1,0.00,0.00,1.56,福利价/无价格|腾讯首发素材,,
2026-08-28,14309361705,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-73,0.03,8,0,0.00,0.00,0.00,,,
2026-08-28,14295224478,信息流-小牛-拼豆-三方主体-代运营-新人福利价-260826-10198153252023-商务选品-625-10,0.03,3,0,0.00,0.00,0.00,--,,
2026-08-28,13836041295,CH-SC-低活-10118706992345-超级抢购-纸品-无-剪辑-转化引导-纸品-20260702-无-625-aigc-12,0.03,4,0,0.00,0.00,0.00,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-28,14309425583,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-41,0.02,30,0,0.00,0.00,0.00,,,
2026-08-28,14309598153,信息流-小牛-围裙-三方主体-代运营-新人福利价-260827-10117891615029-设计自选-625-4,0.02,1,0,0.00,0.00,0.00,,,
2026-08-28,14166699810,信息流-小牛-搓澡巾-三方主体-代运营-新人福利价-0814-10215859319852-测试-625-34,0.02,16,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-28,14141874693,CH-SC-广义新-10136363822650-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260810-反向-625-aigc-2,0.02,2,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14161862569,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-21,0.02,60,2,0.00,0.00,3.33,福利价/无价格|考古加素材混剪,,
2026-08-28,14271403928,信息流-小牛-乳酸菌-三方主体-代运营-新人福利价-0824-10223757184457-深海货盘-625-14,0.02,63,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-28,13916493564,CH-SC-广义新-10040988734451-新10元话费券-无-无-剪辑-转化引导-无-20260715-无-625-24,0.02,1,0,0.00,0.00,0.00,快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14295225934,信息流-小牛-拼豆-三方主体-代运营-新人福利价-260826-10198153252023-商务选品-625-5,0.02,14,0,0.00,0.00,0.00,--,,
2026-08-28,14309374925,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-65,0.02,48,0,0.00,0.00,0.00,,,
2026-08-28,14197435000,CH-SC-低活-10199184867564-外卖1分购-外卖美食-无-剪辑-转化引导-外卖美食-20260810-无-625-8,0.02,4,2,0.00,0.00,50.00,心如|福利价|腾讯首发素材,,
2026-08-28,14216640973,信息流-小牛-立白洗洁精-三方主体-代运营-新人福利价-0818-1119934-客供二创-625-28,0.02,3,0,0.00,0.00,0.00,客供|福利价/无价格,,
2026-08-28,14309684067,信息流-小牛-围裙-三方主体-代运营-新人福利价-260827-10117891615029-设计自选-625-52,0.02,4,1,0.00,0.00,25.00,,,
2026-08-28,14238402819,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-1,0.02,17,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-28,13486885161,CH-SC-广义新-无-新10元话费券-10元话费券-京喜拉新-剪辑-转化引导-10元话费券-20260605-无-625-2,0.02,1,0,0.00,0.00,0.00,快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14033662106,信息流-小牛-泥巴派-京东主体-代运营-新人福利价-0731-10148055003453-设计自选-625-2,0.02,15,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-28,14309401794,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-51,0.02,10,1,0.00,0.00,10.00,,,
2026-08-28,14309435250,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-38,0.02,23,2,0.00,0.00,8.70,,,
2026-08-28,14284734728,信息流-小牛-地漏芯-三方主体-代运营-新人1分钱起-260825-10198044249772-大盘扒改-625-2,0.02,14,0,0.00,0.00,0.00,大盘扒改,,
2026-08-28,14153382219,信息流-小牛-烤盘-三方主体-代运营-新人福利价-0812-10178946597305-大盘实扒改-625-2,0.02,9,0,0.00,0.00,0.00,大盘扒改|福利价/无价格,,
2026-08-28,14299111691,CH-SC-广义新-10118706992345-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-260826-无-625-9,0.02,11,3,0.00,0.00,27.27,平台一组AIGC,,
2026-08-28,14309319280,信息流-小牛-工具箱-三方主体-代运营-新人福利价-260827-10114015186364-内部实时跑量-625-aigc-26,0.02,17,0,0.00,0.00,0.00,,,
2026-08-28,13913309285,信息流-小牛-音响-京东主体-代运营-新人福利价-0720-10112824783788-625-设计自选-aigc-14,0.02,10,1,0.00,0.00,10.00,平台一组AIGC|福利价/无价格,,
2026-08-28,14309355419,信息流-小牛-工具箱-三方主体-代运营-新人福利价-260827-10114015186364-内部实时跑量-625-aigc-1,0.02,6,0,0.00,0.00,0.00,,,
2026-08-28,14309784840,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260828-10113643996701-大盘扒改-625-65,0.02,38,1,0.00,0.00,2.63,,,
2026-08-28,14166687818,信息流-小牛-搓澡巾-三方主体-代运营-新人福利价-0814-10215859319852-测试-625-22,0.02,5,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-28,14309742520,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260828-10113643996701-大盘扒改-625-24,0.02,4,0,0.00,0.00,0.00,,,
2026-08-28,14217123733,CH-SC-广义新-10140917922437-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260813-无-625-aigc-12,0.02,23,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材|无价格,,
2026-08-28,13946589615,信息流-小牛-电煮锅-京东主体-代运营-新人福利价-0723-10125368295124-设计自选-625-aigc-7,0.02,1,0,0.00,0.00,0.00,平台一组AIGC|福利价/无价格,,
2026-08-28,14161855839,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-5,0.02,2,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-28,13941337263,信息流-小牛-手机支架-三方主体-代运营-新人福利价-0723-10139440032542 -设计自选-625-10,0.02,4,0,0.00,0.00,0.00,福利价/无价格|腾讯首发素材,,
2026-08-28,14271411175,信息流-小牛-月饼模具-三方主体-代运营-新人福利价-0824-100285205477-趋势品-625-28,0.02,80,1,0.00,0.00,1.25,福利价/无价格|腾讯首发素材,,
2026-08-28,14284734272,信息流-小牛-地漏芯-三方主体-代运营-新人1分钱起-260825-10198044249772-大盘扒改-625-5,0.02,7,0,0.00,0.00,0.00,大盘扒改,,
2026-08-28,14050210874,CH-SC-广义新-10187000434970-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260730-无-625-1,0.02,15,0,0.00,0.00,0.00,广义新头条|心如|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14309393762,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-56,0.02,21,2,0.00,0.00,9.52,,,
2026-08-28,14088527555,CH-SC-广义新-10109170972947-新综合频道-钟表眼镜-京喜拉新-剪辑-转化引导-钟表眼镜-20260803-无-625-aigc-16,0.02,1,0,0.00,0.00,0.00,平台一组AIGC|广义新头条|快手原创素材|快手非低质素材|无价格,,
2026-08-28,13873273466,CH-SC-低活-10081585918372-超级抢购-纸品-无-剪辑-转化引导-纸品-20260702-无-625-aigc-12,0.02,2,0,0.00,0.00,0.00,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-28,14295229624,信息流-小牛-拼豆-三方主体-代运营-新人福利价-260826-10198153252023-商务选品-625-25,0.02,4,0,0.00,0.00,0.00,--,,
2026-08-28,14161858271,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-34,0.02,6,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-28,14274420886,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260804-无-625-aigc-24,0.02,9,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-28,13684888088,CH-SC-低活-10150446326220-好价清单-厨具-无-剪辑-转化引导-厨具-20260626-无-625-aigc-7,0.02,15,1,0.00,0.00,6.67,平台一组AIGC|心如|快手原创素材|快手非低质素材|福利价,,
2026-08-28,14309401640,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-53,0.02,16,1,0.00,0.00,6.25,,,
2026-08-28,14216630543,信息流-小牛-立白洗洁精-三方主体-代运营-新人福利价-0818-1119934-客供二创-625-2,0.02,3,1,0.00,0.00,33.33,客供|福利价/无价格,,
2026-08-28,14309394884,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-54,0.02,13,2,0.00,0.00,15.38,,,
2026-08-28,13988859569,CH-SC-低活-10166301474826-超级抢购-厨具-无-剪辑-转化引导-厨具-20260717-无-625-aigc-9,0.02,4,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价|腾讯首发素材,,
2026-08-28,14309532204,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-2,0.02,35,0,0.00,0.00,0.00,,,
2026-08-28,14238356477,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-8,0.02,9,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-28,14141873456,CH-SC-广义新-10136363822650-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260810-反向-625-aigc-14,0.02,3,0,0.00,0.00,0.00,平台一组AIGC|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14217117604,CH-SC-广义新-10140917922437-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260813-无-625-aigc-17,0.02,47,0,0.00,0.00,0.00,平台一组AIGC|快手原创素材|快手非低质素材|无价格,,
2026-08-28,14266696800,信息流-小牛-散热器-三方主体-代运营-新人福利价-0824-10215952093313-大盘扒改品-625-2,0.02,58,1,0.00,0.00,1.72,大盘扒改|福利价/无价格,,
2026-08-28,13960071890,信息流-小牛-平板支架-三方主体-代运营-新人福利价-0724-10191489644462 -历史爆品-625-8,0.02,59,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-28,14033664114,信息流-小牛-泥巴派-京东主体-代运营-新人福利价-0731-10148055003453-设计自选-625-3,0.02,12,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-28,14271400287,信息流-小牛-乳酸菌-三方主体-代运营-新人福利价-0824-10223757184457-深海货盘-625-25,0.02,74,1,0.00,0.00,1.35,福利价/无价格,,
2026-08-28,14153368236,信息流-小牛-电脑支架-三方主体-代运营-新人福利价-0812-10191489644462-大盘实扒改-625-5,0.02,9,0,0.00,0.00,0.00,大盘扒改|福利价/无价格,,
2026-08-28,14299119316,CH-SC-广义新-10118706992345-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-260826-无-625-2,0.02,4,2,0.00,0.00,50.00,平台一组AIGC,,
2026-08-28,13108899273,低价-年化4.9%_视频_情景剧_无前贴_实拍-其他_是（达人合作资源）_常规_否_达哥5次20260919_头条3+头条8_外飞成片-625-20260415-jt方式五,0.02,1,0,0.00,0.00,0.00,--,,
2026-08-28,14308980316,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260828-10113643996701-大盘扒改-625-54,0.02,10,0,0.00,0.00,0.00,,,
2026-08-28,14247660657,信息流-小牛-旋转手机支架-三方主体-代运营-新人福利价-0821-10112643484929-内部实时跑量-625-28,0.02,5,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-28,14309426618,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-40,0.02,40,0,0.00,0.00,0.00,,,
2026-08-28,13108906678,低价-年化4.9%_视频_情景剧_无前贴_实拍-其他_是（达人合作资源）_常规_否_昊子解毒_头条23_外正成片-625-20260415-bg,0.02,2,0,0.00,0.00,0.00,--,,
2026-08-28,14238284328,信息流-小牛-打火机-三方主体-代运营-新人福利价-0820-10162692688878-内部实时跑量-625-45,0.02,44,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-28,14284739685,信息流-小牛-打火机-三方主体-代运营-新人福利价-260825-10162692688878-大盘扒改-625-3,0.02,13,0,0.00,0.00,0.00,大盘扒改|福利价/无价格|腾讯首发素材,,
2026-08-28,14299096129,CH-SC-广义新-100033499067 -新综合频道-纸品-大商超-剪辑-转化引导-纸品-260826-无-625-8,0.02,18,0,0.00,0.00,0.00,--,,
2026-08-28,14161864700,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-2,0.02,2,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪,,
2026-08-28,14216646816,信息流-小牛-立白洗洁精-三方主体-代运营-新人福利价-0818-1119934-客供二创-625-23,0.02,7,0,0.00,0.00,0.00,客供|福利价/无价格,,
2026-08-28,14295270785,CH-SC-低活-10232787350851-超级抢购-钟表眼镜-无-剪辑-转化引导-钟表眼镜-260826-无-625-aigc-1,0.02,2,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材,,
